,Model Name,MAE,MAPE,RMSE
0,XGBoost Regressor,6.556672708586404,0.24903717384424717,10.508128006414461
0,Random Forest,6.553687526459682,0.24836868582986552,10.508171481424414
0,Linear Regression,6.6306727869824105,0.25315521879797714,10.635223791687336
0,Average Model,6.9506947731795385,0.26283927308699256,11.140696508890693
0,ARIMA Model,23611.044409064387,0.12133373138067524,29900.633819875988
